,id,for_user_id,round_id,turn_id,idea_content,idea_content2,annotation_ali,annotation_krish
1506,2765,81,3,2,To cut through a stuck seatbelt,to cut through a stuck seatbelt,15,24
1507,2764,81,3,2,To chip ice,to chip ice,12,119
1508,2763,81,3,2,To wound the car of an offensive person (don't do this),to wound the car of an offensive person (don't do this),183,12
1509,2762,81,3,2,As a replacement monopoly piece (or piece for a better game),as a replacement monopoly piece (or piece for a better game),174,3
1510,2761,81,3,2,As a trophy for doors you've slain,as a trophy for doors you've slain,253,35
1511,2905,81,4,1,Extracting lead to place in a door hinge so you know if someone has opened the door.,extracting lead to place in a door hinge so you know if someone has opened the door.,71,67
1512,2904,81,4,1,Tapping precussive instruments with,tapping precussive instruments with,7,9
1513,2903,81,4,1,Repelling people who don't care for the corse texture of the wood (me),repelling people who don't care for the corse texture of the wood (me),340,0
1514,2902,81,4,1,Anti vampire crossbow bolt,anti vampire crossbow bolt,350,5
1515,2901,81,4,1,Make a very small torch.,make a very small torch.,231,10
1516,2900,81,4,1,Rubbing on a pad of paper to see what was written on it just before like a tv detective,rubbing on a pad of paper to see what was written on it just before like a tv detective,46,44
1517,2965,81,4,2,Conductor's Baton,conductor's baton,56,59
1518,2964,81,4,2,Fidget,fidget,140,25
1519,2963,81,4,2,Use as a magic trick by making it vanish or 'wobble',use as a magic trick by making it vanish or 'wobble',88,83
1520,2962,81,4,2,Pick up evidence,pick up evidence,133,55
1521,2961,81,4,2,Tiny catapult (or fulcrum for catapult),tiny catapult (or fulcrum for catapult),414,5
1522,2960,81,4,2,Poke an eyehole through a tent,poke an eyehole through a tent,6,6
1523,3046,81,5,1,Try to teach it to fetch,try to teach it to fetch,241,241
1524,3045,81,5,1,Throw from a tall place to see how high it can bounce,throw from a tall place to see how high it can bounce,385,385
1525,3044,81,5,1,Look for your 'one true vehicle' by searching for the car it fits,look for your 'one true vehicle' by searching for the car it fits,35,35
1526,3043,81,5,1,Make a movie about a killer sentient tire,make a movie about a killer sentient tire,326,326
1527,3042,81,5,1,Make a little garden inside it,make a little garden inside it,61,61
1528,3041,81,5,1,Cuddle like a body pillow,cuddle like a body pillow,324,324
1529,3091,81,5,2,Overfill and pop to make a loud noise,overfill and pop to make a loud noise,424,424
1530,3090,81,5,2,Hide inside (or if too small offer as a hiding place for faeries),hide inside (or if too small offer as a hiding place for faeries),87,87
1531,3089,81,5,2,Put googly eyes on it and convice people it's a local cryptid,put googly eyes on it and convice people it's a local cryptid,327,327
1532,3088,81,5,2,Race down a hill,race down a hill,12,12
1533,3087,81,5,2,Put nails through and swing as a postapocalyptic weapon,put nails through and swing as a postapocalyptic weapon,210,210
1534,3086,81,5,2,Fill with salt to contain demons,fill with salt to contain demons,115,115
1535,2211,82,1,1,birdhouse,birdhouse,187,102
1536,2210,82,1,1,decorations,decorations,46,19
1537,2209,82,1,1,custom flip flops,custom flip flops,20,163
1538,2208,82,1,1,Use them as a base,use them as a base,322,179
1539,2318,82,1,2,bug killer,bug killer,18,4
1540,2317,82,1,2,spanker,spanker,625,238
1541,2316,82,1,2,storage,storage,85,10
1542,2315,82,1,2,dog toy,dog toy,60,35
1543,2511,82,2,1,frames,frames,86,163
1544,2510,82,2,1,snowman,snowman,39,83
1545,2509,82,2,1,eyes for teddy bears,eyes for teddy bears,110,26
1546,2508,82,2,1,decorations,decorations,8,25
1547,2601,82,2,2,arts projects,arts projects,3,3
1548,2600,82,2,2,hair clips,hair clips,55,24
1549,2599,82,2,2,custom necklace,custom necklace,11,94
1550,2598,82,2,2,bingo chips,bingo chips,41,34
1551,2746,82,3,1,self protection,self protection,49,45
1552,2745,82,3,1,bottle opener,bottle opener,67,39
1553,2744,82,3,1,attach a string to multiple keys to make a door chime,attach a string to multiple keys to make a door chime,16,25
1554,2743,82,3,1,box cutter,box cutter,76,24
1555,2835,82,3,2,fridge magnet,fridge magnet,48,41
1556,2834,82,3,2,custom coat hooks,custom coat hooks,103,68
1557,2833,82,3,2,mail cutter,mail cutter,57,24
1558,2832,82,3,2,cleaning tool,cleaning tool,156,104
1559,2942,82,4,1,button presser,button presser,145,111
1560,2941,82,4,1,back scratcher,back scratcher,78,54
1561,2940,82,4,1,drum sticks,drum sticks,7,9
1562,2939,82,4,1,pointer stick,pointer stick,79,27
1563,2938,82,4,1,self protection,self protection,61,5
1564,2986,82,4,2,biting device,biting device,236,21
1565,2985,82,4,2,ruler,ruler,11,13
1566,2984,82,4,2,box tape cutter,box tape cutter,279,36
1567,2983,82,4,2,dough roller,dough roller,77,50
1568,3055,82,5,1,to roll your kids down a hill,to roll your kids down a hill,12,12
1569,3054,82,5,1,to float down the river,to float down the river,10,10
1570,3053,82,5,1,military drills,military drills,128,128
1571,3052,82,5,1,impact absorber,impact absorber,141,141
1572,3051,82,5,1,swing,swing,7,7
1573,3117,82,5,2,rolling competition,rolling competition,55,55
1574,3116,82,5,2,use as chairs,use as chairs,85,85
1575,3115,82,5,2,stack on two sides with a wood board to make a table,stack on two sides with a wood board to make a table,54,54
1576,3114,82,5,2,stack for kids to climb,stack for kids to climb,93,93
1577,2305,83,1,1,High heel coat rack,high heel coat rack,2,2
1578,2304,83,1,1,Baby shoe pin cushion,baby shoe pin cushion,192,112
1579,2303,83,1,1,Hanging shoe jewelry rack,hanging shoe jewelry rack,2,85
1580,2302,83,1,1,Running shoe herb garden,running shoe herb garden,4,5
1581,2301,83,1,1,Platformed cactus pot,platformed cactus pot,266,5
1582,2300,83,1,1,Succulent pump planter,succulent pump planter,55,5
1583,2405,83,1,2,KidÃ¢ÂÂs flip flop wind chimes,kidã¢ââs flip flop wind chimes,392,95
1584,2404,83,1,2,Shoe iPad stand,shoe ipad stand,668,9
1585,2403,83,1,2,High heeled ring rack,high heeled ring rack,2,2
1586,2402,83,1,2,Upside down shoe stepping stones,upside down shoe stepping stones,677,0
1587,2401,83,1,2,Shoe leather pillow,shoe leather pillow,189,103
1588,2400,83,1,2,Flip flop and ribbon wreath,flip flop and ribbon wreath,20,95
1589,2564,83,2,1,wood,wood,164,0
1590,2563,83,2,1,pearl,pearl,137,0
1591,2562,83,2,1,leather,leather,92,0
1592,2561,83,2,1,fabric,fabric,321,0
1593,2560,83,2,1,polyester,polyester,268,0
1594,2559,83,2,1,metal,metal,323,0
1595,2650,83,2,2,stud,stud,242,109
1596,2649,83,2,2,Snap,snap,276,38
1597,2648,83,2,2,plastic,plastic,398,0
1598,2647,83,2,2,rubber,rubber,343,0
1599,2646,83,2,2,coconut,coconut,304,0
1600,2645,83,2,2,horn,horn,342,0
1601,2760,83,3,1,Decorate Gifts,decorate gifts,46,41
1602,2759,83,3,1,Re-use for Fishing Weights,re-use for fishing weights,44,47
1603,2758,83,3,1,Use a Pull Chains,use a pull chains,296,63
1604,2757,83,3,1,Use For Games,use for games,174,3
1605,2756,83,3,1,Make a screwdriver,make a screwdriver,79,77
1606,2755,83,3,1,Use a weights,use a weights,120,81
1607,2855,83,3,2,Donate Them to Charity,donate them to charity,222,157
1608,2854,83,3,2,Make Magnets,make magnets,48,52
1609,2853,83,3,2,Pop a Top,pop a top,335,39
1610,2852,83,3,2,Weigh Down Curtains,weigh down curtains,4,8
1611,2851,83,3,2,Clean Boot Treads,clean boot treads,75,104
1612,2850,83,3,2,Turn Them into Hooks,turn them into hooks,44,68
1613,2921,83,4,1,Roll Your Toothpaste Tube,roll your toothpaste tube,55,49
1614,2920,83,4,1,Have Emergency Drum Practice,have emergency drum practice,7,9
1615,2919,83,4,1,Make Rubbings,make rubbings,413,0
1616,2918,83,4,1,Offer Plant Support,offer plant support,254,31
1617,2917,83,4,1,Tame Those Cuticles,tame those cuticles,36,34
1618,2916,83,4,1,Erase Crayon From Walls,erase crayon from walls,301,0
1619,2971,83,4,2,Make a 10 Second Hair Bun,make a 10 second hair bun,300,53
1620,2970,83,4,2,People Made This Project,people made this project,113,0
1621,2969,83,4,2,BONUS USE: As Legs for a 3D Printed Robot,bonus use: as legs for a 3d printed robot,323,15
1622,2968,83,4,2,Make Wrapping Paper,make wrapping paper,406,168
1623,2967,83,4,2,Remove Sticker Gunk,remove sticker gunk,42,42
1624,2966,83,4,2,Keep Sewing Supplies Handy,keep sewing supplies handy,100,0
1625,3028,83,5,1,Stackable Indoor Storage,stackable indoor storage,17,17
1626,3027,83,5,1,Old Tires Work Well As A Table Base,old tires work well as a table base,54,54
1627,3026,83,5,1,Use Old Tire As Plant Holder,use old tire as plant holder,31,31
1628,3025,83,5,1,Craft An Ottoman With Your Old Tire And Sisal,craft an ottoman with your old tire and sisal,22,22
1629,3024,83,5,1,Create An Outdoor Tire Chair,create an outdoor tire chair,22,22
1630,3023,83,5,1,Make A Dog Bed,make a dog bed,66,66
1631,3079,83,5,2,Recycle Tires If YouÃ¢ÂÂre Responsible For Their Disposal,recycle tires if youã¢ââre responsible for their disposal,29,29
1632,3078,83,5,2,Leave Old Tires With The Shop When You Get New Tires,leave old tires with the shop when you get new tires,29,29
1633,3077,83,5,2,Retread Your Old Tires,retread your old tires,413,413
1634,3076,83,5,2,Build Houses,build houses,194,194
1635,3075,83,5,2,Tire Stairs Add Grip To Your Garden,tire stairs add grip to your garden,41,41
1636,3074,83,5,2,Make A Tire Swing,make a tire swing,7,7
1637,3192,84,1,1,use to hide stuff,use to hide stuff,17,31
1638,3191,84,1,1,use as a cup to drink,use as a cup to drink,16,15
1639,3190,84,1,1,use as gloves at home,use as gloves at home,6,216
1640,3189,84,1,1,killing cockroach,killing cockroach,18,4
1641,3196,84,1,2,use as an instrument,use as an instrument,43,45
1642,3195,84,1,2,play football,play football,15,27
1643,3194,84,1,2,window cleaner,window cleaner,309,122
1644,3193,84,1,2,slinger,slinger,15,0
1645,3214,84,2,1,Use on walls for decorations,use on walls for decorations,8,25
1646,3213,84,2,1,Use as a toy to play with dog,use as a toy to play with dog,241,36
1647,3212,84,2,1,use as a guitar pick,use as a guitar pick,262,200
1648,3211,84,2,1,cover a small hole,cover a small hole,143,187
1649,3240,84,2,2,can be use to draw perfect circles,can be use to draw perfect circles,28,21
1650,3239,84,2,2,use has keys replacement on keyboard,use has keys replacement on keyboard,170,88
1651,3238,84,2,2,use for making necklace,use for making necklace,11,94
1652,3237,84,2,2,use on bottom of shoes for tap dancing,use on bottom of shoes for tap dancing,292,136
1653,3277,84,3,1,break ice,break ice,12,119
1654,3276,84,3,1,remove sticky stuff from floor,remove sticky stuff from floor,119,12
1655,3275,84,3,1,Tear open a box,tear open a box,76,24
1656,3274,84,3,1,clean ears,clean ears,36,20
1657,3323,84,3,2,use key instead of finger on touchscreen.,use key instead of finger on touchscreen.,54,0
1658,3322,84,3,2,use on pet collar,use on pet collar,18,33
1659,3321,84,3,2,use as a scraper,use as a scraper,6,12
1660,3320,84,3,2,tap on desk to use as instrument,tap on desk to use as instrument,56,62
1661,3362,84,4,1,stab on wall and hang stuff,stab on wall and hang stuff,44,15
1662,3361,84,4,1,use as drumstricks,use as drumstricks,7,9
1663,3360,84,4,1,use to stir liquid,use to stir liquid,74,70
1664,3359,84,4,1,pop a balloon,pop a balloon,335,200
1665,3380,84,4,2,use to play pool,use to play pool,415,214
1666,3379,84,4,2,break in half and relieve stress,break in half and relieve stress,167,11
1667,3378,84,4,2,use as a ruler,use as a ruler,11,13
1668,3377,84,4,2,use to flush toilet,use to flush toilet,237,119
1669,3413,84,5,1,use as a chair,use as a chair,22,22
1670,3412,84,5,1,cat house,cat house,193,193
1671,3411,84,5,1,use as a door blocker,use as a door blocker,262,262
1672,3410,84,5,1,use as weights,use as weights,91,91
1673,3422,84,5,2,use as planters,use as planters,31,31
1674,3421,84,5,2,dog bed,dog bed,66,66
1675,3420,84,5,2,tv stand,tv stand,247,247
1676,3419,84,5,2,use as decoration,use as decoration,158,158
1677,3226,86,1,1,throwing at a president to express disapproval,throwing at a president to express disapproval,15,14
1678,3225,86,1,1,umbrella holder,umbrella holder,165,90
1679,3224,86,1,1,pen holder,pen holder,10,33
1680,3223,86,1,1,flower pot,flower pot,266,5
1681,3222,86,1,1,throwing to kill a bug,throwing to kill a bug,18,4
1682,3221,86,1,1,smashing on a table,smashing on a table,170,92
1683,3236,86,1,2,Bookend,bookend,14,13
1684,3235,86,1,2,Candy holder,candy holder,95,55
1685,3234,86,1,2,Flower Planter,flower planter,55,5
1686,3233,86,1,2,smashing windows,smashing windows,229,98
1687,3256,86,2,1,button clock,button clock,175,162
1688,3255,86,2,1,button wreath,button wreath,209,178
1689,3254,86,2,1,button collage art,button collage art,3,3
1690,3253,86,2,1,necklace,necklace,11,94
1691,3252,86,2,1,earrings,earrings,225,7
1692,3251,86,2,1,lapel pin,lapel pin,55,25
1693,3273,86,2,2,button clock,button clock,175,162
1694,3272,86,2,2,button wreath,button wreath,209,178
1695,3271,86,2,2,button collage art,button collage art,3,3
1696,3270,86,2,2,necklace,necklace,11,94
1697,3269,86,2,2,earings,earings,7,7
1698,3268,86,2,2,lapel pin,lapel pin,55,25
1699,3297,86,3,1,hook,hook,44,68
1700,3296,86,3,1,earrings,earrings,33,19
1701,3295,86,3,1,wind chime,wind chime,16,25
1702,3294,86,3,1,key pendant,key pendant,11,19
1703,3293,86,3,1,package opener,package opener,19,24
1704,3292,86,3,1,wood saw,wood saw,15,24
1705,3319,86,3,2,hook,hook,44,68
1706,3318,86,3,2,earrings,earrings,33,19
1707,3317,86,3,2,wind chime,wind chime,16,25
1708,3316,86,3,2,key pendant,key pendant,11,19
1709,3315,86,3,2,package opener,package opener,19,24
1710,3314,86,3,2,wood saw,wood saw,15,24
1711,3339,86,4,1,toothpick,toothpick,51,47
1712,3338,86,4,1,drink stirrer,drink stirrer,105,70
1713,3337,86,4,1,hairpin,hairpin,70,53
1714,3336,86,4,1,chopsticks,chopsticks,33,32
1715,3335,86,4,1,weapon,weapon,47,5
1716,3334,86,4,1,punch holes,punch holes,108,6
1717,3358,86,4,2,toothpick,toothpick,51,47
1718,3357,86,4,2,drink stirrer,drink stirrer,105,70
1719,3356,86,4,2,hairpin,hairpin,70,53
1720,3355,86,4,2,chopsticks,chopsticks,33,32
1721,3354,86,4,2,weapon,weapon,47,5
1722,3353,86,4,2,punch holes,punch holes,108,6
1723,3386,86,5,1,ladder,ladder,147,147
1724,3385,86,5,1,chair,chair,22,22
1725,3384,86,5,1,table,table,54,54
1726,3383,86,5,1,planter,planter,31,31
1727,3382,86,5,1,dog bed,dog bed,66,66
1728,3381,86,5,1,tire swing,tire swing,7,7
1729,3396,86,5,2,ladder,ladder,147,147
1730,3395,86,5,2,chair,chair,22,22
1731,3394,86,5,2,table,table,54,54
1732,3393,86,5,2,planter,planter,31,31
1733,3392,86,5,2,dog bed,dog bed,66,66
1734,3391,86,5,2,tire swing,tire swing,7,7
1735,3261,89,1,1,a dog chew toy,a dog chew toy,60,35
1736,3260,89,1,1,a weapon,a weapon,15,14
1737,3259,89,1,1,a planter,a planter,55,5
1738,3258,89,1,1,a flyswatter,a flyswatter,18,4
1739,3257,89,1,1,a doorstop,a doorstop,113,22
1740,3281,89,1,2,A safe - like core out the heal and put money in it,a safe - like core out the heal and put money in it,287,31
1741,3280,89,1,2,yard art - like when people tie the laces together and throw them in a tree,yard art - like when people tie the laces together and throw them in a tree,245,133
1742,3279,89,1,2,a scavenger hunt item,a scavenger hunt item,701,254
1743,3278,89,1,2,a memory item - like a bronzed baby shoe,a memory item - like a bronzed baby shoe,399,234
1744,3309,89,2,1,a prop for magic tricks,a prop for magic tricks,141,132
1745,3308,89,2,1,A necklace charm,a necklace charm,11,94
1746,3307,89,2,1,Decoration for a homemade greeting card,decoration for a homemade greeting card,8,25
1747,3306,89,2,1,A tie tack,a tie tack,307,205
1748,3305,89,2,1,An earring attachment,an earring attachment,225,7
1749,3304,89,2,1,A Christmas tree ornament,a christmas tree ornament,8,62
1750,3327,89,2,2,a tool to level out a table leg,a tool to level out a table leg,19,13
1751,3326,89,2,2,fish aquarium decoration,fish aquarium decoration,30,23
1752,3325,89,2,2,a tool to draw perfect circles,a tool to draw perfect circles,28,21
1753,3324,89,2,2,a replacement checker game piece,a replacement checker game piece,41,34
1754,3352,89,3,1,a mini shovel for digging,a mini shovel for digging,58,57
1755,3351,89,3,1,a morse code device - use it to tap out code on a table or solid surface,a morse code device - use it to tap out code on a table or solid surface,218,110
1756,3350,89,3,1,a piece of jewelry - hang it off a loop earring or necklace,a piece of jewelry - hang it off a loop earring or necklace,33,19
1757,3349,89,3,1,a weapon,a weapon,40,45
1758,3348,89,3,1,a trophy - such as a key to the city,a trophy - such as a key to the city,112,132
1759,3376,89,3,2,a weight for a helium balloon,a weight for a helium balloon,83,22
1760,3375,89,3,2,string together to make a windchime,string together to make a windchime,16,25
1761,3374,89,3,2,"an emergency measuring device - for example, it's two keys long","an emergency measuring device - for example, it's two keys long",209,99
1762,3373,89,3,2,a revenge item - put it in your ex's doorknob and break it off so they can't open the door,a revenge item - put it in your ex's doorknob and break it off so they can't open the door,3,61
1763,3401,89,4,1,an emergency bite down on tool when you have to have field surgery without any pain killers,an emergency bite down on tool when you have to have field surgery without any pain killers,416,21
1764,3400,89,4,1,a drumstick for a doll,a drumstick for a doll,7,9
1765,3399,89,4,1,a tool to punch holes in paper,a tool to punch holes in paper,108,6
1766,3398,89,4,1,kindling for a fire,kindling for a fire,8,10
1767,3397,89,4,1,a weapon for gauging out people's eyes,a weapon for gauging out people's eyes,43,5
1768,3409,89,4,2,a fork replacement,a fork replacement,149,195
1769,3408,89,4,2,a mini fence - stick a few in the ground and wrap string around them to make a fence,a mini fence - stick a few in the ground and wrap string around them to make a fence,178,64
1770,3407,89,4,2,a birthday candle - poke it in a cake and light it on fire,a birthday candle - poke it in a cake and light it on fire,287,10
1771,3406,89,4,2,a pointer in a classroom or education setting,a pointer in a classroom or education setting,79,27
1772,3418,89,5,1,a piece of exercise equipment - hit it with a sledgehammer or roll it up a hill for a workout,a piece of exercise equipment - hit it with a sledgehammer or roll it up a hill for a workout,75,75
1773,3417,89,5,1,a weight to hold down a tarp or big floppy object,a weight to hold down a tarp or big floppy object,422,422
1774,3416,89,5,1,a raised garden - fill it with dirt and plant in it,a raised garden - fill it with dirt and plant in it,31,31
1775,3415,89,5,1,a swing set addition for kids to sit in and swing around on,a swing set addition for kids to sit in and swing around on,7,7
1776,3414,89,5,1,an emergency beacon - light a tire on fire and it will send off black smoke,an emergency beacon - light a tire on fire and it will send off black smoke,191,191
1777,3426,89,5,2,"a real hard pinata for strong people - put candy in it, hang it from a tree, and have people hit it until the candy falls out","a real hard pinata for strong people - put candy in it, hang it from a tree, and have people hit it until the candy falls out",118,118
1778,3425,89,5,2,artsy table - attach four legs to the bottom of it and put a piece of glass on the top,artsy table - attach four legs to the bottom of it and put a piece of glass on the top,54,54
1779,3424,89,5,2,cut it in half and make a guardrail or rubber bumper fence out of the halves,cut it in half and make a guardrail or rubber bumper fence out of the halves,275,275
1780,3423,89,5,2,grind it up and make a soft running track of playground material out of it,grind it up and make a soft running track of playground material out of it,127,127
1781,3432,90,1,1,To trace the shape of the shoe like an infinity sign.,to trace the shape of the shoe like an infinity sign.,882,190
1782,3431,90,1,1,To clap together to make a loud noise.,to clap together to make a loud noise.,507,223
1783,3430,90,1,1,To swat at something or to reach something.,to swat at something or to reach something.,18,4
1784,3429,90,1,1,As a football to throw and catch.,as a football to throw and catch.,31,27
1785,3428,90,1,1,Use it to hang from a wire as a show of identity.,use it to hang from a wire as a show of identity.,801,126
1786,3427,90,1,1,Use it to cover your hands as protection.,use it to cover your hands as protection.,6,28
1787,3436,90,1,2,Take the laces and tie something like a rubber band.,take the laces and tie something like a rubber band.,695,45
1788,3435,90,1,2,Use the rubber on the shoes to protect from electricity.,use the rubber on the shoes to protect from electricity.,783,28
1789,3434,90,1,2,Use them to hold paper or other light items when it is windy.,use them to hold paper or other light items when it is windy.,370,201
1790,3433,90,1,2,Tie the laces together and hang them as an ornament.,tie the laces together and hang them as an ornament.,24,19
1791,3445,90,2,1,As a mini frisbee.,as a mini frisbee.,231,130
1792,3444,90,2,1,As part of a piece of jewelry like a necklace.,as part of a piece of jewelry like a necklace.,11,94
1793,3443,90,2,1,As a very small cookie cutter.,as a very small cookie cutter.,169,180
1794,3442,90,2,1,Trace circles with it.,trace circles with it.,28,21
1795,3453,90,2,2,As part of an artwork on a canvas.,as part of an artwork on a canvas.,3,3
1796,3452,90,2,2,To flip in place of a coin.,to flip in place of a coin.,22,4
1797,3451,90,2,2,As a spin toy for a tabletop.,as a spin toy for a tabletop.,217,38
1798,3450,90,2,2,As pieces for a game of Checkers.,as pieces for a game of checkers.,41,34
1799,3458,90,3,1,As a throwing item.,as a throwing item.,89,45
1800,3457,90,3,1,As a tap item to get someone's attention by making noise with it.,as a tap item to get someone's attention by making noise with it.,161,11
1801,3456,90,3,1,To melt and reshape into something else.,to melt and reshape into something else.,10,18
1802,3455,90,3,1,To attract electricity with it.,to attract electricity with it.,159,130
1803,3454,90,3,1,To scratch off a lottery ticket.,to scratch off a lottery ticket.,37,12
1804,3467,90,3,2,"To rub against things and create friction, like to start a fire.","to rub against things and create friction, like to start a fire.",170,135
1805,3466,90,3,2,To press hard to reach things like reset buttons.,to press hard to reach things like reset buttons.,267,170
1806,3465,90,3,2,To reflect light with it to be detected in case of emergency.,to reflect light with it to be detected in case of emergency.,109,111
1807,3464,90,3,2,To make some sounds with it for like a calming video.,to make some sounds with it for like a calming video.,329,75
1808,3476,90,4,1,As a spin the bottle arrow pointer.,as a spin the bottle arrow pointer.,39,25
1809,3475,90,4,1,To rub its eraser really hard and create heat.,to rub its eraser really hard and create heat.,347,190
1810,3474,90,4,1,Dip the eraser in paint and create circles with it.,dip the eraser in paint and create circles with it.,14,16
1811,3473,90,4,1,As a weapon to stab with in cases of self-defense only.,as a weapon to stab with in cases of self-defense only.,61,5
1812,3472,90,4,1,To poke a reset button.,to poke a reset button.,145,111
1813,3485,90,4,2,As like a Nerf device by bouncing the eraser off of a wall.,as like a nerf device by bouncing the eraser off of a wall.,211,24
1814,3484,90,4,2,To scratch your back with.,to scratch your back with.,78,54
1815,3483,90,4,2,To throw as a thin football.,to throw as a thin football.,35,25
1816,3482,90,4,2,As a dart piece.,as a dart piece.,39,17
1817,3495,90,5,1,Standing it upright and sitting on it to bounce on top of it.,standing it upright and sitting on it to bounce on top of it.,169,169
1818,3494,90,5,1,As a large spinning toy.,as a large spinning toy.,260,260
1819,3493,90,5,1,As a hula hoop for the most experienced people.,as a hula hoop for the most experienced people.,58,58
1820,3492,90,5,1,As like a sandbag to block out water.,as like a sandbag to block out water.,272,272
1821,3491,90,5,1,To trace an enormous circle with.,to trace an enormous circle with.,239,239
1822,3490,90,5,1,To roll down a hill with.,to roll down a hill with.,12,12
1823,3504,90,5,2,As an item for strong people to use to juggle.,as an item for strong people to use to juggle.,298,298
1824,3503,90,5,2,Stuff the center and use as a bean bag.,stuff the center and use as a bean bag.,348,348
1825,3502,90,5,2,To prevent an electric shock with them.,to prevent an electric shock with them.,201,201
1826,3501,90,5,2,As large drums.,as large drums.,199,199
1827,3441,91,1,1,knock something stuck out of a high place,knock something stuck out of a high place,138,155
1828,3440,91,1,1,use the shoelaces for rope,use the shoelaces for rope,333,45
1829,3439,91,1,1,trace footsteps,trace footsteps,647,190
1830,3438,91,1,1,hammer,hammer,112,67
1831,3437,91,1,1,extinguish a bug,extinguish a bug,18,4
1832,3449,91,1,2,keep something propped,keep something propped,32,22
1833,3448,91,1,2,write a date on it to remember when/where you were with them,write a date on it to remember when/where you were with them,671,241
1834,3447,91,1,2,hang on the wall as decoration,hang on the wall as decoration,24,19
1835,3446,91,1,2,paper weight (already thought of before but thought it was too simple),paper weight (already thought of before but thought it was too simple),45,29
1836,3463,91,2,1,bounce on a table for entertainment,bounce on a table for entertainment,345,35
1837,3462,91,2,1,lucky charm,lucky charm,180,94
1838,3461,91,2,1,color-code organization,color-code organization,25,39
1839,3460,91,2,1,use as a piece in a homemade gameboard,use as a piece in a homemade gameboard,41,34
1840,3459,91,2,1,something to chew on,something to chew on,10,8
1841,3471,91,2,2,glue together to make something else,glue together to make something else,162,3
1842,3470,91,2,2,tap on a table to make a unique sound,tap on a table to make a unique sound,61,35
1843,3469,91,2,2,fake coins,fake coins,83,65
1844,3468,91,2,2,use as wheels for a mini car,use as wheels for a mini car,60,30
1845,3481,91,3,1,dig with it,dig with it,58,57
1846,3480,91,3,1,melt to reuse the metal,melt to reuse the metal,10,18
1847,3479,91,3,1,use multiple of them together to use for when a door opens to make a sound,use multiple of them together to use for when a door opens to make a sound,221,75
1848,3478,91,3,1,keepsake for memories,keepsake for memories,8,15
1849,3477,91,3,1,make sharp and add to a stick for a weapon,make sharp and add to a stick for a weapon,40,45
1850,3489,91,3,2,put inside of apoxy for a showpiece,put inside of apoxy for a showpiece,320,34
1851,3488,91,3,2,time capsule showing different keys over the centuries,time capsule showing different keys over the centuries,302,123
1852,3487,91,3,2,keep in a scrapbook for memories,keep in a scrapbook for memories,8,15
1853,3486,91,3,2,use on one side of something to keep it falling through a slightly smaller hole,use on one side of something to keep it falling through a slightly smaller hole,270,0
1854,3500,91,4,1,throw into the ceiling tiles as a fun game,throw into the ceiling tiles as a fun game,253,24
1855,3499,91,4,1,use the graphite as tattoo ink,use the graphite as tattoo ink,31,149
1856,3498,91,4,1,rubberband or glue a bunch of them together for a handle to something,rubberband or glue a bunch of them together for a handle to something,364,5
1857,3497,91,4,1,mark spots in the ground,mark spots in the ground,136,104
1858,3496,91,4,1,carve it into art,carve it into art,14,16
1859,3510,91,4,2,make teeth indents,make teeth indents,132,110
1860,3509,91,4,2,break the eraser off and use as a small head in a makeshift toy,break the eraser off and use as a small head in a makeshift toy,123,20
1861,3508,91,4,2,use to make a bridge in a small homemade village,use to make a bridge in a small homemade village,125,64
1862,3507,91,4,2,use to draw straight lines,use to draw straight lines,18,13
1863,3506,91,4,2,see if something is level with it,see if something is level with it,106,77
1864,3505,91,4,2,flip it on the table by hitting the tip,flip it on the table by hitting the tip,218,154
1865,3516,91,5,1,use as added layer of protection around something,use as added layer of protection around something,71,71
1866,3515,91,5,1,as a weight in a pully system,as a weight in a pully system,232,232
1867,3514,91,5,1,tire swing,tire swing,7,7
1868,3513,91,5,1,chew toy for a big dog,chew toy for a big dog,45,45
1869,3512,91,5,1,use for exercising rings on ground to jump through,use for exercising rings on ground to jump through,394,394
1870,3511,91,5,1,put a tarp over it and use as a mini pool for a small pet,put a tarp over it and use as a mini pool for a small pet,134,134
1871,3520,91,5,2,i'm out of ideas......,i'm out of ideas......,0,0
1872,3519,91,5,2,reuse the rubber,reuse the rubber,29,29
1873,3518,91,5,2,roll down a hill for amusement,roll down a hill for amusement,12,12
1874,3517,91,5,2,target practice,target practice,230,230
1875,3524,92,1,1,Planter,planter,55,5
1876,3523,92,1,1,Kid's toy,kid's toy,399,58
1877,3522,92,1,1,Meat tenderizer,meat tenderizer,884,191
1878,3521,92,1,1,Bug squasher,bug squasher,18,4
1879,3528,92,1,2,Cut open and flatten the shoes and redesign it into a fashionable mask,cut open and flatten the shoes and redesign it into a fashionable mask,74,0
1880,3527,92,1,2,Socks holder,socks holder,83,0
1881,3526,92,1,2,Bed for pet hamster,bed for pet hamster,12,11
1882,3525,92,1,2,Something to catch water leaking,something to catch water leaking,133,78
1883,3543,92,2,1,put in aquarium as decorations,put in aquarium as decorations,8,23
1884,3542,92,2,1,Glue onto drawers' knobs to give them personality and style,glue onto drawers' knobs to give them personality and style,8,113
1885,3541,92,2,1,Put them in a bottle and hang it up as a cute decoration,put them in a bottle and hang it up as a cute decoration,8,25
1886,3540,92,2,1,Boardgame pieces/checkers,boardgame pieces/checkers,14,34
1887,3539,92,2,1,Eyes for dolls/stuff animals,eyes for dolls/stuff animals,110,26
